#Temperature (K)	Pressure (MPa)	Quality (l+v)	Internal Energy (l+v, kJ/mol)	Enthalpy (l+v, kJ/mol)	Entropy (l+v, J/mol*K)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
286.00	0.68951	0.039048	10.741	10.878	51.344	510.64	0.0019583	10.205	10.265	49.201	71.384	114.57	800.53	-0.12240	110.26	0.099524	14.912	0.067060	23.918	25.957	104.07	66.180	82.270	219.15	23.129	7.7901	0.017291
288.00	0.72852	0.041134	10.990	11.135	52.214	507.72	0.0019696	10.432	10.495	49.993	71.722	115.38	787.23	-0.10517	108.01	0.098548	15.749	0.063498	24.009	26.049	104.00	66.707	83.252	218.67	22.850	7.8516	0.017550
290.00	0.76914	0.043307	11.242	11.395	53.085	504.78	0.0019811	10.660	10.727	50.783	72.066	116.21	773.90	-0.087160	105.80	0.097581	16.623	0.060156	24.099	26.139	103.93	67.240	84.269	218.14	22.583	7.9142	0.017815
292.00	0.81140	0.045570	11.496	11.657	53.956	501.79	0.0019929	10.890	10.961	51.573	72.413	117.06	760.55	-0.068299	103.62	0.096621	17.538	0.057020	24.188	26.228	103.86	67.781	85.324	217.57	22.327	7.9779	0.018086
294.00	0.85534	0.047929	11.751	11.921	54.828	498.77	0.0020049	11.121	11.196	52.363	72.766	117.95	747.16	-0.048529	101.48	0.095669	18.494	0.054072	24.277	26.316	103.79	68.328	86.420	216.95	22.083	8.0427	0.018364
296.00	0.90101	0.050385	12.009	12.187	55.701	495.70	0.0020173	11.353	11.433	53.153	73.122	118.87	733.75	-0.027780	99.380	0.094725	19.493	0.051300	24.365	26.403	103.73	68.883	87.561	216.29	21.850	8.1087	0.018648
298.00	0.94844	0.052943	12.268	12.456	56.575	492.60	0.0020301	11.587	11.672	53.943	73.484	119.82	720.29	-0.0059763	97.311	0.093788	20.538	0.048691	24.452	26.488	103.66	69.446	88.749	215.58	21.628	8.1762	0.018940
300.00	0.99768	0.055608	12.530	12.728	57.450	489.45	0.0020431	11.823	11.913	54.733	73.850	120.80	706.81	0.016968	95.274	0.092858	21.630	0.046233	24.538	26.572	103.60	70.016	89.989	214.82	21.416	8.2451	0.019239
302.00	1.0488	0.058384	12.793	13.002	58.326	486.25	0.0020566	12.060	12.155	55.523	74.220	121.83	693.28	0.041146	93.269	0.091936	22.771	0.043916	24.624	26.655	103.53	70.595	91.285	214.02	21.215	8.3156	0.019546
304.00	1.1017	0.061276	13.059	13.278	59.203	483.01	0.0020704	12.299	12.399	56.313	74.596	122.90	679.70	0.066664	91.293	0.091021	23.964	0.041728	24.709	26.736	103.47	71.183	92.641	213.16	21.024	8.3879	0.019862
306.00	1.1566	0.064288	13.327	13.557	60.081	479.71	0.0020846	12.539	12.646	57.105	74.977	124.01	666.09	0.093638	89.346	0.090113	25.212	0.039663	24.792	26.815	103.41	71.779	94.065	212.26	20.842	8.4620	0.020188
308.00	1.2135	0.067428	13.597	13.838	60.961	476.36	0.0020993	12.782	12.894	57.897	75.363	125.18	652.42	0.12220	87.426	0.089213	26.518	0.037711	24.875	26.893	103.35	72.385	95.560	211.30	20.670	8.5382	0.020523
310.00	1.2724	0.070700	13.870	14.122	61.843	472.95	0.0021144	13.026	13.145	58.690	75.754	126.40	638.69	0.15249	85.533	0.088319	27.883	0.035864	24.956	26.969	103.28	73.000	97.136	210.28	20.508	8.6166	0.020869
