#Temperature (K)	Pressure (MPa)	Quality (l+v)	Internal Energy (l+v, kJ/mol)	Enthalpy (l+v, kJ/mol)	Entropy (l+v, J/mol*K)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
186.38	29.528	undefined	2.9702	4.9347	46.092	30.300	0.033003	2.9702	4.9347	46.092	19.315	29.240	1397.7	-0.35661	7.8231	0.16260	30.300	0.033003	2.9702	4.9347	46.092	19.315	29.240	1397.7	-0.35661	7.8231	0.16260
188.02	29.818	undefined	3.0020	4.9858	46.262	30.300	0.033003	3.0020	4.9858	46.262	19.368	29.268	1403.4	-0.35995	7.8605	0.16366	30.300	0.033003	3.0020	4.9858	46.262	19.368	29.268	1403.4	-0.35995	7.8605	0.16366
189.66	30.108	undefined	3.0338	5.0369	46.430	30.300	0.033003	3.0338	5.0369	46.430	19.421	29.295	1409.1	-0.36321	7.8977	0.16473	30.300	0.033003	3.0338	5.0369	46.430	19.421	29.295	1409.1	-0.36321	7.8977	0.16473
191.30	30.398	undefined	3.0657	5.0881	46.598	30.300	0.033003	3.0657	5.0881	46.598	19.473	29.322	1414.7	-0.36638	7.9349	0.16579	30.300	0.033003	3.0657	5.0881	46.598	19.473	29.322	1414.7	-0.36638	7.9349	0.16579
192.94	30.688	undefined	3.0977	5.1394	46.765	30.300	0.033003	3.0977	5.1394	46.765	19.524	29.348	1420.4	-0.36947	7.9719	0.16684	30.300	0.033003	3.0977	5.1394	46.765	19.524	29.348	1420.4	-0.36947	7.9719	0.16684
194.58	30.977	undefined	3.1298	5.1908	46.930	30.300	0.033003	3.1298	5.1908	46.930	19.574	29.374	1426.0	-0.37249	8.0089	0.16789	30.300	0.033003	3.1298	5.1908	46.930	19.574	29.374	1426.0	-0.37249	8.0089	0.16789
196.23	31.267	undefined	3.1620	5.2422	47.095	30.300	0.033003	3.1620	5.2422	47.095	19.623	29.400	1431.6	-0.37543	8.0459	0.16894	30.300	0.033003	3.1620	5.2422	47.095	19.623	29.400	1431.6	-0.37543	8.0459	0.16894
197.87	31.556	undefined	3.1943	5.2937	47.259	30.300	0.033003	3.1943	5.2937	47.259	19.671	29.424	1437.1	-0.37831	8.0827	0.16999	30.300	0.033003	3.1943	5.2937	47.259	19.671	29.424	1437.1	-0.37831	8.0827	0.16999
199.51	31.845	undefined	3.2266	5.3452	47.421	30.300	0.033003	3.2266	5.3452	47.421	19.718	29.449	1442.7	-0.38112	8.1195	0.17103	30.300	0.033003	3.2266	5.3452	47.421	19.718	29.449	1442.7	-0.38112	8.1195	0.17103
201.15	32.133	undefined	3.2590	5.3969	47.583	30.300	0.033003	3.2590	5.3969	47.583	19.764	29.473	1448.2	-0.38386	8.1562	0.17206	30.300	0.033003	3.2590	5.3969	47.583	19.764	29.473	1448.2	-0.38386	8.1562	0.17206
202.79	32.422	undefined	3.2915	5.4485	47.744	30.300	0.033003	3.2915	5.4485	47.744	19.809	29.496	1453.7	-0.38653	8.1928	0.17310	30.300	0.033003	3.2915	5.4485	47.744	19.809	29.496	1453.7	-0.38653	8.1928	0.17310
204.43	32.710	undefined	3.3240	5.5003	47.904	30.300	0.033003	3.3240	5.5003	47.904	19.853	29.519	1459.2	-0.38915	8.2293	0.17412	30.300	0.033003	3.3240	5.5003	47.904	19.853	29.519	1459.2	-0.38915	8.2293	0.17412
206.08	32.999	undefined	3.3567	5.5521	48.063	30.300	0.033003	3.3567	5.5521	48.063	19.897	29.541	1464.6	-0.39171	8.2658	0.17515	30.300	0.033003	3.3567	5.5521	48.063	19.897	29.541	1464.6	-0.39171	8.2658	0.17515
207.72	33.286	undefined	3.3894	5.6039	48.221	30.300	0.033003	3.3894	5.6039	48.221	19.939	29.563	1470.0	-0.39421	8.3022	0.17617	30.300	0.033003	3.3894	5.6039	48.221	19.939	29.563	1470.0	-0.39421	8.3022	0.17617
209.36	33.574	undefined	3.4221	5.6559	48.378	30.300	0.033003	3.4221	5.6559	48.378	19.981	29.584	1475.4	-0.39665	8.3385	0.17718	30.300	0.033003	3.4221	5.6559	48.378	19.981	29.584	1475.4	-0.39665	8.3385	0.17718
211.00	33.862	undefined	3.4550	5.7078	48.534	30.300	0.033003	3.4550	5.7078	48.534	20.022	29.605	1480.8	-0.39904	8.3748	0.17820	30.300	0.033003	3.4550	5.7078	48.534	20.022	29.605	1480.8	-0.39904	8.3748	0.17820
212.64	34.149	undefined	3.4879	5.7598	48.690	30.300	0.033003	3.4879	5.7598	48.690	20.062	29.626	1486.2	-0.40139	8.4110	0.17920	30.300	0.033003	3.4879	5.7598	48.690	20.062	29.626	1486.2	-0.40139	8.4110	0.17920
214.28	34.437	undefined	3.5208	5.8119	48.844	30.300	0.033003	3.5208	5.8119	48.844	20.101	29.646	1491.5	-0.40368	8.4471	0.18021	30.300	0.033003	3.5208	5.8119	48.844	20.101	29.646	1491.5	-0.40368	8.4471	0.18021
215.93	34.724	undefined	3.5539	5.8641	48.998	30.300	0.033003	3.5539	5.8641	48.998	20.139	29.665	1496.9	-0.40592	8.4831	0.18121	30.300	0.033003	3.5539	5.8641	48.998	20.139	29.665	1496.9	-0.40592	8.4831	0.18121
217.57	35.011	undefined	3.5870	5.9162	49.150	30.300	0.033003	3.5870	5.9162	49.150	20.177	29.684	1502.2	-0.40811	8.5191	0.18220	30.300	0.033003	3.5870	5.9162	49.150	20.177	29.684	1502.2	-0.40811	8.5191	0.18220
219.21	35.297	undefined	3.6201	5.9685	49.302	30.300	0.033003	3.6201	5.9685	49.302	20.214	29.703	1507.5	-0.41026	8.5551	0.18320	30.300	0.033003	3.6201	5.9685	49.302	20.214	29.703	1507.5	-0.41026	8.5551	0.18320
220.85	35.584	undefined	3.6533	6.0207	49.453	30.300	0.033003	3.6533	6.0207	49.453	20.250	29.721	1512.7	-0.41237	8.5909	0.18418	30.300	0.033003	3.6533	6.0207	49.453	20.250	29.721	1512.7	-0.41237	8.5909	0.18418
222.49	35.870	undefined	3.6866	6.0731	49.603	30.300	0.033003	3.6866	6.0731	49.603	20.285	29.738	1518.0	-0.41443	8.6267	0.18517	30.300	0.033003	3.6866	6.0731	49.603	20.285	29.738	1518.0	-0.41443	8.6267	0.18517
224.13	36.157	undefined	3.7199	6.1254	49.752	30.300	0.033003	3.7199	6.1254	49.752	20.319	29.755	1523.2	-0.41646	8.6625	0.18615	30.300	0.033003	3.7199	6.1254	49.752	20.319	29.755	1523.2	-0.41646	8.6625	0.18615
225.78	36.443	undefined	3.7533	6.1779	49.901	30.300	0.033003	3.7533	6.1779	49.901	20.353	29.772	1528.4	-0.41844	8.6981	0.18713	30.300	0.033003	3.7533	6.1779	49.901	20.353	29.772	1528.4	-0.41844	8.6981	0.18713
227.42	36.728	undefined	3.7868	6.2303	50.048	30.300	0.033003	3.7868	6.2303	50.048	20.386	29.788	1533.6	-0.42039	8.7337	0.18810	30.300	0.033003	3.7868	6.2303	50.048	20.386	29.788	1533.6	-0.42039	8.7337	0.18810
229.06	37.014	undefined	3.8202	6.2828	50.195	30.300	0.033003	3.8202	6.2828	50.195	20.419	29.804	1538.7	-0.42229	8.7693	0.18907	30.300	0.033003	3.8202	6.2828	50.195	20.419	29.804	1538.7	-0.42229	8.7693	0.18907
230.70	37.300	undefined	3.8538	6.3354	50.341	30.300	0.033003	3.8538	6.3354	50.341	20.450	29.819	1543.9	-0.42416	8.8048	0.19003	30.300	0.033003	3.8538	6.3354	50.341	20.450	29.819	1543.9	-0.42416	8.8048	0.19003
232.34	37.585	undefined	3.8874	6.3880	50.486	30.300	0.033003	3.8874	6.3880	50.486	20.481	29.834	1549.0	-0.42600	8.8402	0.19100	30.300	0.033003	3.8874	6.3880	50.486	20.481	29.834	1549.0	-0.42600	8.8402	0.19100
233.98	37.870	undefined	3.9210	6.4406	50.630	30.300	0.033003	3.9210	6.4406	50.630	20.512	29.849	1554.1	-0.42780	8.8756	0.19195	30.300	0.033003	3.9210	6.4406	50.630	20.512	29.849	1554.1	-0.42780	8.8756	0.19195
235.63	38.155	undefined	3.9547	6.4932	50.774	30.300	0.033003	3.9547	6.4932	50.774	20.541	29.863	1559.2	-0.42957	8.9109	0.19291	30.300	0.033003	3.9547	6.4932	50.774	20.541	29.863	1559.2	-0.42957	8.9109	0.19291
237.27	38.440	undefined	3.9885	6.5459	50.917	30.300	0.033003	3.9885	6.5459	50.917	20.570	29.877	1564.3	-0.43131	8.9462	0.19386	30.300	0.033003	3.9885	6.5459	50.917	20.570	29.877	1564.3	-0.43131	8.9462	0.19386
238.91	38.725	undefined	4.0223	6.5987	51.059	30.300	0.033003	4.0223	6.5987	51.059	20.599	29.890	1569.4	-0.43301	8.9814	0.19480	30.300	0.033003	4.0223	6.5987	51.059	20.599	29.890	1569.4	-0.43301	8.9814	0.19480
240.55	39.009	undefined	4.0561	6.6514	51.200	30.300	0.033003	4.0561	6.6514	51.200	20.626	29.903	1574.4	-0.43469	9.0165	0.19575	30.300	0.033003	4.0561	6.6514	51.200	20.626	29.903	1574.4	-0.43469	9.0165	0.19575
242.19	39.294	undefined	4.0900	6.7042	51.340	30.300	0.033003	4.0900	6.7042	51.340	20.653	29.916	1579.4	-0.43633	9.0516	0.19669	30.300	0.033003	4.0900	6.7042	51.340	20.653	29.916	1579.4	-0.43633	9.0516	0.19669
243.83	39.578	undefined	4.1239	6.7571	51.480	30.300	0.033003	4.1239	6.7571	51.480	20.680	29.928	1584.4	-0.43795	9.0866	0.19762	30.300	0.033003	4.1239	6.7571	51.480	20.680	29.928	1584.4	-0.43795	9.0866	0.19762
245.48	39.862	undefined	4.1579	6.8100	51.619	30.300	0.033003	4.1579	6.8100	51.619	20.706	29.939	1589.4	-0.43953	9.1216	0.19856	30.300	0.033003	4.1579	6.8100	51.619	20.706	29.939	1589.4	-0.43953	9.1216	0.19856
247.12	40.146	undefined	4.1919	6.8629	51.757	30.300	0.033003	4.1919	6.8629	51.757	20.731	29.951	1594.4	-0.44110	9.1565	0.19948	30.300	0.033003	4.1919	6.8629	51.757	20.731	29.951	1594.4	-0.44110	9.1565	0.19948
248.76	40.430	undefined	4.2260	6.9158	51.894	30.300	0.033003	4.2260	6.9158	51.894	20.756	29.962	1599.4	-0.44263	9.1914	0.20041	30.300	0.033003	4.2260	6.9158	51.894	20.756	29.962	1599.4	-0.44263	9.1914	0.20041
250.40	40.714	undefined	4.2601	6.9688	52.031	30.300	0.033003	4.2601	6.9688	52.031	20.780	29.972	1604.3	-0.44414	9.2262	0.20133	30.300	0.033003	4.2601	6.9688	52.031	20.780	29.972	1604.3	-0.44414	9.2262	0.20133
252.04	40.997	undefined	4.2942	7.0218	52.167	30.300	0.033003	4.2942	7.0218	52.167	20.804	29.983	1609.2	-0.44562	9.2610	0.20225	30.300	0.033003	4.2942	7.0218	52.167	20.804	29.983	1609.2	-0.44562	9.2610	0.20225
253.68	41.280	undefined	4.3284	7.0748	52.302	30.300	0.033003	4.3284	7.0748	52.302	20.827	29.993	1614.1	-0.44708	9.2957	0.20317	30.300	0.033003	4.3284	7.0748	52.302	20.827	29.993	1614.1	-0.44708	9.2957	0.20317
255.33	41.564	undefined	4.3626	7.1278	52.436	30.300	0.033003	4.3626	7.1278	52.436	20.850	30.002	1619.0	-0.44852	9.3304	0.20408	30.300	0.033003	4.3626	7.1278	52.436	20.850	30.002	1619.0	-0.44852	9.3304	0.20408
256.97	41.847	undefined	4.3968	7.1809	52.570	30.300	0.033003	4.3968	7.1809	52.570	20.872	30.012	1623.9	-0.44993	9.3650	0.20499	30.300	0.033003	4.3968	7.1809	52.570	20.872	30.012	1623.9	-0.44993	9.3650	0.20499
258.61	42.130	undefined	4.4311	7.2340	52.703	30.300	0.033003	4.4311	7.2340	52.703	20.893	30.020	1628.8	-0.45132	9.3996	0.20589	30.300	0.033003	4.4311	7.2340	52.703	20.893	30.020	1628.8	-0.45132	9.3996	0.20589
260.25	42.412	undefined	4.4654	7.2871	52.835	30.300	0.033003	4.4654	7.2871	52.835	20.914	30.029	1633.6	-0.45269	9.4341	0.20679	30.300	0.033003	4.4654	7.2871	52.835	20.914	30.029	1633.6	-0.45269	9.4341	0.20679
261.89	42.695	undefined	4.4998	7.3403	52.967	30.300	0.033003	4.4998	7.3403	52.967	20.935	30.037	1638.5	-0.45404	9.4686	0.20769	30.300	0.033003	4.4998	7.3403	52.967	20.935	30.037	1638.5	-0.45404	9.4686	0.20769
263.53	42.977	undefined	4.5342	7.3935	53.098	30.300	0.033003	4.5342	7.3935	53.098	20.955	30.045	1643.3	-0.45537	9.5030	0.20859	30.300	0.033003	4.5342	7.3935	53.098	20.955	30.045	1643.3	-0.45537	9.5030	0.20859
265.18	43.260	undefined	4.5686	7.4467	53.228	30.300	0.033003	4.5686	7.4467	53.228	20.974	30.053	1648.1	-0.45667	9.5374	0.20948	30.300	0.033003	4.5686	7.4467	53.228	20.974	30.053	1648.1	-0.45667	9.5374	0.20948
266.82	43.542	undefined	4.6030	7.4999	53.357	30.300	0.033003	4.6030	7.4999	53.357	20.994	30.060	1652.8	-0.45796	9.5717	0.21037	30.300	0.033003	4.6030	7.4999	53.357	20.994	30.060	1652.8	-0.45796	9.5717	0.21037
268.46	43.824	undefined	4.6375	7.5531	53.486	30.300	0.033003	4.6375	7.5531	53.486	21.012	30.067	1657.6	-0.45923	9.6060	0.21126	30.300	0.033003	4.6375	7.5531	53.486	21.012	30.067	1657.6	-0.45923	9.6060	0.21126
270.10	44.106	undefined	4.6720	7.6064	53.614	30.300	0.033003	4.6720	7.6064	53.614	21.030	30.074	1662.4	-0.46047	9.6403	0.21214	30.300	0.033003	4.6720	7.6064	53.614	21.030	30.074	1662.4	-0.46047	9.6403	0.21214
271.74	44.387	undefined	4.7066	7.6597	53.742	30.300	0.033003	4.7066	7.6597	53.742	21.048	30.081	1667.1	-0.46170	9.6745	0.21302	30.300	0.033003	4.7066	7.6597	53.742	21.048	30.081	1667.1	-0.46170	9.6745	0.21302
273.38	44.669	undefined	4.7411	7.7130	53.869	30.300	0.033003	4.7411	7.7130	53.869	21.066	30.087	1671.8	-0.46291	9.7086	0.21390	30.300	0.033003	4.7411	7.7130	53.869	21.066	30.087	1671.8	-0.46291	9.7086	0.21390
275.03	44.950	undefined	4.7757	7.7663	53.995	30.300	0.033003	4.7757	7.7663	53.995	21.083	30.093	1676.5	-0.46411	9.7427	0.21477	30.300	0.033003	4.7757	7.7663	53.995	21.083	30.093	1676.5	-0.46411	9.7427	0.21477
276.67	45.232	undefined	4.8103	7.8196	54.120	30.300	0.033003	4.8103	7.8196	54.120	21.099	30.098	1681.2	-0.46529	9.7768	0.21564	30.300	0.033003	4.8103	7.8196	54.120	21.099	30.098	1681.2	-0.46529	9.7768	0.21564
278.31	45.513	undefined	4.8450	7.8730	54.245	30.300	0.033003	4.8450	7.8730	54.245	21.115	30.104	1685.9	-0.46645	9.8108	0.21651	30.300	0.033003	4.8450	7.8730	54.245	21.115	30.104	1685.9	-0.46645	9.8108	0.21651
279.95	45.794	undefined	4.8797	7.9264	54.369	30.300	0.033003	4.8797	7.9264	54.369	21.131	30.109	1690.6	-0.46759	9.8447	0.21738	30.300	0.033003	4.8797	7.9264	54.369	21.131	30.109	1690.6	-0.46759	9.8447	0.21738
281.59	46.075	undefined	4.9144	7.9798	54.493	30.300	0.033003	4.9144	7.9798	54.493	21.146	30.114	1695.2	-0.46872	9.8787	0.21824	30.300	0.033003	4.9144	7.9798	54.493	21.146	30.114	1695.2	-0.46872	9.8787	0.21824
283.23	46.356	undefined	4.9491	8.0332	54.616	30.300	0.033003	4.9491	8.0332	54.616	21.161	30.118	1699.9	-0.46983	9.9126	0.21910	30.300	0.033003	4.9491	8.0332	54.616	21.161	30.118	1699.9	-0.46983	9.9126	0.21910
284.88	46.636	undefined	4.9838	8.0866	54.738	30.300	0.033003	4.9838	8.0866	54.738	21.176	30.123	1704.5	-0.47093	9.9464	0.21996	30.300	0.033003	4.9838	8.0866	54.738	21.176	30.123	1704.5	-0.47093	9.9464	0.21996
286.52	46.917	undefined	5.0186	8.1400	54.860	30.300	0.033003	5.0186	8.1400	54.860	21.190	30.127	1709.1	-0.47201	9.9802	0.22081	30.300	0.033003	5.0186	8.1400	54.860	21.190	30.127	1709.1	-0.47201	9.9802	0.22081
288.16	47.197	undefined	5.0534	8.1935	54.981	30.300	0.033003	5.0534	8.1935	54.981	21.204	30.131	1713.7	-0.47308	10.014	0.22166	30.300	0.033003	5.0534	8.1935	54.981	21.204	30.131	1713.7	-0.47308	10.014	0.22166
289.80	47.478	undefined	5.0882	8.2470	55.102	30.300	0.033003	5.0882	8.2470	55.102	21.217	30.134	1718.3	-0.47413	10.048	0.22251	30.300	0.033003	5.0882	8.2470	55.102	21.217	30.134	1718.3	-0.47413	10.048	0.22251
291.44	47.758	undefined	5.1231	8.3004	55.221	30.300	0.033003	5.1231	8.3004	55.221	21.230	30.138	1722.9	-0.47517	10.081	0.22336	30.300	0.033003	5.1231	8.3004	55.221	21.230	30.138	1722.9	-0.47517	10.081	0.22336
293.08	48.038	undefined	5.1579	8.3539	55.341	30.300	0.033003	5.1579	8.3539	55.341	21.243	30.141	1727.4	-0.47619	10.115	0.22420	30.300	0.033003	5.1579	8.3539	55.341	21.243	30.141	1727.4	-0.47619	10.115	0.22420
294.73	48.318	undefined	5.1928	8.4074	55.459	30.300	0.033003	5.1928	8.4074	55.459	21.256	30.144	1732.0	-0.47720	10.149	0.22504	30.300	0.033003	5.1928	8.4074	55.459	21.256	30.144	1732.0	-0.47720	10.149	0.22504
296.37	48.597	undefined	5.2277	8.4610	55.578	30.300	0.033003	5.2277	8.4610	55.578	21.268	30.147	1736.5	-0.47820	10.182	0.22588	30.300	0.033003	5.2277	8.4610	55.578	21.268	30.147	1736.5	-0.47820	10.182	0.22588
298.01	48.877	undefined	5.2627	8.5145	55.695	30.300	0.033003	5.2627	8.5145	55.695	21.280	30.149	1741.0	-0.47919	10.216	0.22672	30.300	0.033003	5.2627	8.5145	55.695	21.280	30.149	1741.0	-0.47919	10.216	0.22672
299.65	49.157	undefined	5.2976	8.5680	55.812	30.300	0.033003	5.2976	8.5680	55.812	21.291	30.152	1745.5	-0.48016	10.249	0.22755	30.300	0.033003	5.2976	8.5680	55.812	21.291	30.152	1745.5	-0.48016	10.249	0.22755
301.29	49.436	undefined	5.3326	8.6216	55.928	30.300	0.033003	5.3326	8.6216	55.928	21.302	30.154	1750.0	-0.48112	10.283	0.22838	30.300	0.033003	5.3326	8.6216	55.928	21.302	30.154	1750.0	-0.48112	10.283	0.22838
302.93	49.715	undefined	5.3676	8.6751	56.044	30.300	0.033003	5.3676	8.6751	56.044	21.313	30.156	1754.5	-0.48207	10.316	0.22921	30.300	0.033003	5.3676	8.6751	56.044	21.313	30.156	1754.5	-0.48207	10.316	0.22921
304.58	49.994	undefined	5.4025	8.7287	56.159	30.300	0.033003	5.4025	8.7287	56.159	21.324	30.158	1759.0	-0.48301	10.349	0.23004	30.300	0.033003	5.4025	8.7287	56.159	21.324	30.158	1759.0	-0.48301	10.349	0.23004
306.22	50.273	undefined	5.4376	8.7823	56.274	30.300	0.033003	5.4376	8.7823	56.274	21.334	30.159	1763.4	-0.48393	10.383	0.23086	30.300	0.033003	5.4376	8.7823	56.274	21.334	30.159	1763.4	-0.48393	10.383	0.23086
307.86	50.552	undefined	5.4726	8.8359	56.388	30.300	0.033003	5.4726	8.8359	56.388	21.345	30.161	1767.9	-0.48484	10.416	0.23168	30.300	0.033003	5.4726	8.8359	56.388	21.345	30.161	1767.9	-0.48484	10.416	0.23168
309.50	50.831	undefined	5.5076	8.8895	56.502	30.300	0.033003	5.5076	8.8895	56.502	21.354	30.162	1772.3	-0.48574	10.449	0.23250	30.300	0.033003	5.5076	8.8895	56.502	21.354	30.162	1772.3	-0.48574	10.449	0.23250
311.14	51.110	undefined	5.5427	8.9431	56.615	30.300	0.033003	5.5427	8.9431	56.615	21.364	30.163	1776.7	-0.48663	10.482	0.23332	30.300	0.033003	5.5427	8.9431	56.615	21.364	30.163	1776.7	-0.48663	10.482	0.23332
312.78	51.388	undefined	5.5778	8.9967	56.727	30.300	0.033003	5.5778	8.9967	56.727	21.373	30.164	1781.1	-0.48751	10.516	0.23413	30.300	0.033003	5.5778	8.9967	56.727	21.373	30.164	1781.1	-0.48751	10.516	0.23413
314.43	51.667	undefined	5.6129	9.0503	56.839	30.300	0.033003	5.6129	9.0503	56.839	21.382	30.165	1785.5	-0.48838	10.549	0.23495	30.300	0.033003	5.6129	9.0503	56.839	21.382	30.165	1785.5	-0.48838	10.549	0.23495
316.07	51.945	undefined	5.6480	9.1039	56.950	30.300	0.033003	5.6480	9.1039	56.950	21.391	30.165	1789.9	-0.48924	10.582	0.23576	30.300	0.033003	5.6480	9.1039	56.950	21.391	30.165	1789.9	-0.48924	10.582	0.23576
317.71	52.223	undefined	5.6831	9.1576	57.061	30.300	0.033003	5.6831	9.1576	57.061	21.400	30.166	1794.3	-0.49009	10.615	0.23657	30.300	0.033003	5.6831	9.1576	57.061	21.400	30.166	1794.3	-0.49009	10.615	0.23657
319.35	52.501	undefined	5.7183	9.2112	57.172	30.300	0.033003	5.7183	9.2112	57.172	21.408	30.166	1798.6	-0.49093	10.648	0.23737	30.300	0.033003	5.7183	9.2112	57.172	21.408	30.166	1798.6	-0.49093	10.648	0.23737
320.99	52.779	undefined	5.7534	9.2648	57.281	30.300	0.033003	5.7534	9.2648	57.281	21.416	30.166	1803.0	-0.49175	10.681	0.23818	30.300	0.033003	5.7534	9.2648	57.281	21.416	30.166	1803.0	-0.49175	10.681	0.23818
322.63	53.057	undefined	5.7886	9.3185	57.391	30.300	0.033003	5.7886	9.3185	57.391	21.424	30.166	1807.3	-0.49257	10.714	0.23898	30.300	0.033003	5.7886	9.3185	57.391	21.424	30.166	1807.3	-0.49257	10.714	0.23898
324.28	53.335	undefined	5.8237	9.3721	57.499	30.300	0.033003	5.8237	9.3721	57.499	21.431	30.166	1811.6	-0.49338	10.747	0.23978	30.300	0.033003	5.8237	9.3721	57.499	21.431	30.166	1811.6	-0.49338	10.747	0.23978
325.92	53.612	undefined	5.8589	9.4258	57.608	30.300	0.033003	5.8589	9.4258	57.608	21.439	30.166	1815.9	-0.49418	10.780	0.24058	30.300	0.033003	5.8589	9.4258	57.608	21.439	30.166	1815.9	-0.49418	10.780	0.24058
327.56	53.890	undefined	5.8941	9.4795	57.715	30.300	0.033003	5.8941	9.4795	57.715	21.446	30.166	1820.2	-0.49497	10.813	0.24137	30.300	0.033003	5.8941	9.4795	57.715	21.446	30.166	1820.2	-0.49497	10.813	0.24137
329.20	54.167	undefined	5.9294	9.5331	57.823	30.300	0.033003	5.9294	9.5331	57.823	21.453	30.165	1824.5	-0.49575	10.845	0.24216	30.300	0.033003	5.9294	9.5331	57.823	21.453	30.165	1824.5	-0.49575	10.845	0.24216
330.84	54.444	undefined	5.9646	9.5868	57.929	30.300	0.033003	5.9646	9.5868	57.929	21.460	30.165	1828.8	-0.49652	10.878	0.24296	30.300	0.033003	5.9646	9.5868	57.929	21.460	30.165	1828.8	-0.49652	10.878	0.24296
332.48	54.721	undefined	5.9998	9.6405	58.036	30.300	0.033003	5.9998	9.6405	58.036	21.466	30.164	1833.1	-0.49728	10.911	0.24375	30.300	0.033003	5.9998	9.6405	58.036	21.466	30.164	1833.1	-0.49728	10.911	0.24375
334.13	54.998	undefined	6.0351	9.6941	58.141	30.300	0.033003	6.0351	9.6941	58.141	21.473	30.163	1837.3	-0.49804	10.944	0.24453	30.300	0.033003	6.0351	9.6941	58.141	21.473	30.163	1837.3	-0.49804	10.944	0.24453
335.77	55.275	undefined	6.0703	9.7478	58.247	30.300	0.033003	6.0703	9.7478	58.247	21.479	30.162	1841.5	-0.49878	10.976	0.24532	30.300	0.033003	6.0703	9.7478	58.247	21.479	30.162	1841.5	-0.49878	10.976	0.24532
337.41	55.552	undefined	6.1056	9.8015	58.351	30.300	0.033003	6.1056	9.8015	58.351	21.485	30.161	1845.8	-0.49952	11.009	0.24610	30.300	0.033003	6.1056	9.8015	58.351	21.485	30.161	1845.8	-0.49952	11.009	0.24610
339.05	55.829	undefined	6.1409	9.8552	58.456	30.300	0.033003	6.1409	9.8552	58.456	21.491	30.160	1850.0	-0.50025	11.042	0.24689	30.300	0.033003	6.1409	9.8552	58.456	21.491	30.160	1850.0	-0.50025	11.042	0.24689
340.69	56.105	undefined	6.1761	9.9089	58.559	30.300	0.033003	6.1761	9.9089	58.559	21.497	30.159	1854.2	-0.50097	11.074	0.24767	30.300	0.033003	6.1761	9.9089	58.559	21.497	30.159	1854.2	-0.50097	11.074	0.24767
342.33	56.382	undefined	6.2114	9.9626	58.663	30.300	0.033003	6.2114	9.9626	58.663	21.502	30.157	1858.4	-0.50168	11.107	0.24844	30.300	0.033003	6.2114	9.9626	58.663	21.502	30.157	1858.4	-0.50168	11.107	0.24844
343.98	56.658	undefined	6.2467	10.016	58.766	30.300	0.033003	6.2467	10.016	58.766	21.507	30.156	1862.6	-0.50238	11.140	0.24922	30.300	0.033003	6.2467	10.016	58.766	21.507	30.156	1862.6	-0.50238	11.140	0.24922
345.62	56.935	undefined	6.2821	10.070	58.868	30.300	0.033003	6.2821	10.070	58.868	21.513	30.154	1866.8	-0.50308	11.172	0.25000	30.300	0.033003	6.2821	10.070	58.868	21.513	30.154	1866.8	-0.50308	11.172	0.25000
347.26	57.211	undefined	6.3174	10.124	58.970	30.300	0.033003	6.3174	10.124	58.970	21.518	30.153	1870.9	-0.50377	11.205	0.25077	30.300	0.033003	6.3174	10.124	58.970	21.518	30.153	1870.9	-0.50377	11.205	0.25077
348.90	57.487	undefined	6.3527	10.177	59.072	30.300	0.033003	6.3527	10.177	59.072	21.522	30.151	1875.1	-0.50445	11.237	0.25154	30.300	0.033003	6.3527	10.177	59.072	21.522	30.151	1875.1	-0.50445	11.237	0.25154
350.54	57.763	undefined	6.3880	10.231	59.173	30.300	0.033003	6.3880	10.231	59.173	21.527	30.149	1879.2	-0.50512	11.269	0.25231	30.300	0.033003	6.3880	10.231	59.173	21.527	30.149	1879.2	-0.50512	11.269	0.25231
352.18	58.039	undefined	6.4234	10.285	59.273	30.300	0.033003	6.4234	10.285	59.273	21.532	30.147	1883.3	-0.50578	11.302	0.25308	30.300	0.033003	6.4234	10.285	59.273	21.532	30.147	1883.3	-0.50578	11.302	0.25308
353.83	58.314	undefined	6.4587	10.338	59.373	30.300	0.033003	6.4587	10.338	59.373	21.536	30.145	1887.5	-0.50644	11.334	0.25385	30.300	0.033003	6.4587	10.338	59.373	21.536	30.145	1887.5	-0.50644	11.334	0.25385
355.47	58.590	undefined	6.4941	10.392	59.473	30.300	0.033003	6.4941	10.392	59.473	21.541	30.143	1891.6	-0.50709	11.366	0.25461	30.300	0.033003	6.4941	10.392	59.473	21.541	30.143	1891.6	-0.50709	11.366	0.25461
357.11	58.866	undefined	6.5295	10.446	59.572	30.300	0.033003	6.5295	10.446	59.572	21.545	30.141	1895.7	-0.50774	11.399	0.25537	30.300	0.033003	6.5295	10.446	59.572	21.545	30.141	1895.7	-0.50774	11.399	0.25537
